,cname,ccode,icode,year,gdp
16056,"Hong Kong SAR, China",HKG,NY.GDP.MKTP.KD.ZG,2020,-6.54477867707153
16057,Honduras,HND,NY.GDP.MKTP.KD.ZG,2020,-8.96508223267296
16058,Heavily indebted poor countries (HIPC),HPC,NY.GDP.MKTP.KD.ZG,2020,0.236251143945921
16059,Croatia,HRV,NY.GDP.MKTP.KD.ZG,2020,-8.52043813391506
16060,Haiti,HTI,NY.GDP.MKTP.KD.ZG,2020,-3.30550546965893
16061,Hungary,HUN,NY.GDP.MKTP.KD.ZG,2020,-4.48704604765308
16062,IBRD only,IBD,NY.GDP.MKTP.KD.ZG,2020,-1.4012044301338
16063,IDA & IBRD total,IBT,NY.GDP.MKTP.KD.ZG,2020,-1.35543501142301
16064,IDA total,IDA,NY.GDP.MKTP.KD.ZG,2020,-0.792994535212017
16065,IDA blend,IDB,NY.GDP.MKTP.KD.ZG,2020,-1.41574291758336
16066,Indonesia,IDN,NY.GDP.MKTP.KD.ZG,2020,-2.06551182934165
16067,IDA only,IDX,NY.GDP.MKTP.KD.ZG,2020,-0.237845290364675
16068,Isle of Man,IMN,NY.GDP.MKTP.KD.ZG,2020,-8.8368174000649
16069,India,IND,NY.GDP.MKTP.KD.ZG,2020,-5.77772470687434
16070,Not classified,INX,NY.GDP.MKTP.KD.ZG,2020,
16071,Ireland,IRL,NY.GDP.MKTP.KD.ZG,2020,6.61719466830968
16072,"Iran, Islamic Rep.",IRN,NY.GDP.MKTP.KD.ZG,2020,3.33028845926594
16073,Iraq,IRQ,NY.GDP.MKTP.KD.ZG,2020,-12.0367930920856
16074,Iceland,ISL,NY.GDP.MKTP.KD.ZG,2020,-6.94045309489034
16075,Israel,ISR,NY.GDP.MKTP.KD.ZG,2020,-1.85728927811242
16076,Italy,ITA,NY.GDP.MKTP.KD.ZG,2020,-8.97419212060699
16077,Jamaica,JAM,NY.GDP.MKTP.KD.ZG,2020,-9.92032245054413
16078,Jordan,JOR,NY.GDP.MKTP.KD.ZG,2020,-1.10275188309046
16079,Japan,JPN,NY.GDP.MKTP.KD.ZG,2020,-4.14711889947692
16080,Kazakhstan,KAZ,NY.GDP.MKTP.KD.ZG,2020,-2.49999999628
16081,Kenya,KEN,NY.GDP.MKTP.KD.ZG,2020,-0.272766327438816
16082,Kyrgyz Republic,KGZ,NY.GDP.MKTP.KD.ZG,2020,-7.14897757727955
16083,Cambodia,KHM,NY.GDP.MKTP.KD.ZG,2020,-3.09600673131888
16084,Kiribati,KIR,NY.GDP.MKTP.KD.ZG,2020,-0.641025641025635
16085,St. Kitts and Nevis,KNA,NY.GDP.MKTP.KD.ZG,2020,-15.3544517590966
16086,"Korea, Rep.",KOR,NY.GDP.MKTP.KD.ZG,2020,-0.709415359397681
16087,Kuwait,KWT,NY.GDP.MKTP.KD.ZG,2020,-5.27402060452467
16088,Latin America & Caribbean (excluding high income),LAC,NY.GDP.MKTP.KD.ZG,2020,-6.54268614832709
16089,Lao PDR,LAO,NY.GDP.MKTP.KD.ZG,2020,0.503031829018681
16090,Lebanon,LBN,NY.GDP.MKTP.KD.ZG,2020,-21.3998996914321
16091,Liberia,LBR,NY.GDP.MKTP.KD.ZG,2020,-2.98249127649473
16092,Libya,LBY,NY.GDP.MKTP.KD.ZG,2020,-58.318230419936
16093,St. Lucia,LCA,NY.GDP.MKTP.KD.ZG,2020,-24.5044000000001
16094,Latin America & Caribbean,LCN,NY.GDP.MKTP.KD.ZG,2020,-6.64924567289502
16095,Least developed countries: UN classification,LDC,NY.GDP.MKTP.KD.ZG,2020,-0.0670758300886263
16096,Low income,LIC,NY.GDP.MKTP.KD.ZG,2020,0.344386863215163
16097,Liechtenstein,LIE,NY.GDP.MKTP.KD.ZG,2020,
16098,Sri Lanka,LKA,NY.GDP.MKTP.KD.ZG,2020,-4.62451581633715
16099,Lower middle income,LMC,NY.GDP.MKTP.KD.ZG,2020,-3.58530943059181
16100,Low & middle income,LMY,NY.GDP.MKTP.KD.ZG,2020,-1.18968667762729
16101,Lesotho,LSO,NY.GDP.MKTP.KD.ZG,2020,-7.4587170594629
16102,Late-demographic dividend,LTE,NY.GDP.MKTP.KD.ZG,2020,0.199854474511071
16103,Lithuania,LTU,NY.GDP.MKTP.KD.ZG,2020,-0.0246124952916773
16104,Luxembourg,LUX,NY.GDP.MKTP.KD.ZG,2020,-0.909829798886719
16105,Latvia,LVA,NY.GDP.MKTP.KD.ZG,2020,-3.51380284197906
16106,"Macao SAR, China",MAC,NY.GDP.MKTP.KD.ZG,2020,-54.3358756393687
16107,St. Martin (French part),MAF,NY.GDP.MKTP.KD.ZG,2020,-12.500002246731
16108,Morocco,MAR,NY.GDP.MKTP.KD.ZG,2020,-7.17820744246774
16109,Monaco,MCO,NY.GDP.MKTP.KD.ZG,2020,-13.0110935023772
16110,Moldova,MDA,NY.GDP.MKTP.KD.ZG,2020,-8.27597831976949
16111,Madagascar,MDG,NY.GDP.MKTP.KD.ZG,2020,-7.13767162064489
16112,Maldives,MDV,NY.GDP.MKTP.KD.ZG,2020,-32.9088287752921
16113,Middle East & North Africa,MEA,NY.GDP.MKTP.KD.ZG,2020,-4.0232993723727
16114,Mexico,MEX,NY.GDP.MKTP.KD.ZG,2020,-8.62455573080136
16115,Marshall Islands,MHL,NY.GDP.MKTP.KD.ZG,2020,-2.84598166138942
16116,Middle income,MIC,NY.GDP.MKTP.KD.ZG,2020,-1.21272096176955
16117,North Macedonia,MKD,NY.GDP.MKTP.KD.ZG,2020,-4.68845000956652
16118,Mali,MLI,NY.GDP.MKTP.KD.ZG,2020,-1.235450447077
16119,Malta,MLT,NY.GDP.MKTP.KD.ZG,2020,-8.15677876534716
16120,Myanmar,MMR,NY.GDP.MKTP.KD.ZG,2020,-9.04834717984643
16121,Middle East & North Africa (excluding high income),MNA,NY.GDP.MKTP.KD.ZG,2020,-4.40283790910399
16122,Montenegro,MNE,NY.GDP.MKTP.KD.ZG,2020,-15.3068937570407
16123,Mongolia,MNG,NY.GDP.MKTP.KD.ZG,2020,-4.55775197583431
16124,Northern Mariana Islands,MNP,NY.GDP.MKTP.KD.ZG,2020,-29.6808510638298
16125,Mozambique,MOZ,NY.GDP.MKTP.KD.ZG,2020,-1.21952250306097
16126,Mauritania,MRT,NY.GDP.MKTP.KD.ZG,2020,-0.360657378942108
16127,Mauritius,MUS,NY.GDP.MKTP.KD.ZG,2020,-14.5465381490166
16128,Malawi,MWI,NY.GDP.MKTP.KD.ZG,2020,0.799998330902724
16129,Malaysia,MYS,NY.GDP.MKTP.KD.ZG,2020,-5.45684658426701
16130,North America,NAC,NY.GDP.MKTP.KD.ZG,2020,-2.43435524574377
16131,Namibia,NAM,NY.GDP.MKTP.KD.ZG,2020,-8.1014007457625
16132,New Caledonia,NCL,NY.GDP.MKTP.KD.ZG,2020,-2.40000000064407
16133,Niger,NER,NY.GDP.MKTP.KD.ZG,2020,3.55064109436891
16134,Nigeria,NGA,NY.GDP.MKTP.KD.ZG,2020,-1.79425308274458
16135,Nicaragua,NIC,NY.GDP.MKTP.KD.ZG,2020,-1.75538036103812
16136,Netherlands,NLD,NY.GDP.MKTP.KD.ZG,2020,-3.88608391819609
16137,Norway,NOR,NY.GDP.MKTP.KD.ZG,2020,-1.2781717845226
16138,Nepal,NPL,NY.GDP.MKTP.KD.ZG,2020,-2.3696206292072
16139,Nauru,NRU,NY.GDP.MKTP.KD.ZG,2020,1.57480314960559
16140,New Zealand,NZL,NY.GDP.MKTP.KD.ZG,2020,-0.424906457573115
16141,OECD members,OED,NY.GDP.MKTP.KD.ZG,2020,-3.95334855901353
16142,Oman,OMN,NY.GDP.MKTP.KD.ZG,2020,-3.37971439992238
16143,Other small states,OSS,NY.GDP.MKTP.KD.ZG,2020,-5.71729190315421
16144,Pakistan,PAK,NY.GDP.MKTP.KD.ZG,2020,-1.27408744338709
16145,Panama,PAN,NY.GDP.MKTP.KD.ZG,2020,-17.6683327218533
16146,Peru,PER,NY.GDP.MKTP.KD.ZG,2020,-10.9333065010382
16147,Philippines,PHL,NY.GDP.MKTP.KD.ZG,2020,-9.5182947406494
16148,Palau,PLW,NY.GDP.MKTP.KD.ZG,2020,-7.56802122871169
16149,Papua New Guinea,PNG,NY.GDP.MKTP.KD.ZG,2020,-3.16738117629639
16150,Poland,POL,NY.GDP.MKTP.KD.ZG,2020,-2.02007073357655
16151,Pre-demographic dividend,PRE,NY.GDP.MKTP.KD.ZG,2020,-2.5612561140204
16152,Puerto Rico,PRI,NY.GDP.MKTP.KD.ZG,2020,-4.1808743093346
16153,"Korea, Dem. People's Rep.",PRK,NY.GDP.MKTP.KD.ZG,2020,
16154,Portugal,PRT,NY.GDP.MKTP.KD.ZG,2020,-8.3005165411776
16155,Paraguay,PRY,NY.GDP.MKTP.KD.ZG,2020,-0.819785390971916
16156,West Bank and Gaza,PSE,NY.GDP.MKTP.KD.ZG,2020,-11.3184661065134
16157,Pacific island small states,PSS,NY.GDP.MKTP.KD.ZG,2020,-10.253068536481
16158,Post-demographic dividend,PST,NY.GDP.MKTP.KD.ZG,2020,-4.12374881367236
16159,French Polynesia,PYF,NY.GDP.MKTP.KD.ZG,2020,-7.05099065433484
16160,Qatar,QAT,NY.GDP.MKTP.KD.ZG,2020,-3.5576039896784
16161,Romania,ROU,NY.GDP.MKTP.KD.ZG,2020,-3.67751079121797
16162,Russian Federation,RUS,NY.GDP.MKTP.KD.ZG,2020,-2.65365450102773
16163,Rwanda,RWA,NY.GDP.MKTP.KD.ZG,2020,-3.37369377003786
16164,South Asia,SAS,NY.GDP.MKTP.KD.ZG,2020,-4.58269312944782
16165,Saudi Arabia,SAU,NY.GDP.MKTP.KD.ZG,2020,-3.58153486307663
16166,Sudan,SDN,NY.GDP.MKTP.KD.ZG,2020,-3.62980082410752
16167,Senegal,SEN,NY.GDP.MKTP.KD.ZG,2020,1.3420737726679
16168,Singapore,SGP,NY.GDP.MKTP.KD.ZG,2020,-3.86979893430043
16169,Solomon Islands,SLB,NY.GDP.MKTP.KD.ZG,2020,-3.3811475409836
16170,Sierra Leone,SLE,NY.GDP.MKTP.KD.ZG,2020,-1.96848689118619
16171,El Salvador,SLV,NY.GDP.MKTP.KD.ZG,2020,-7.893101359867
16172,San Marino,SMR,NY.GDP.MKTP.KD.ZG,2020,-6.64791081891327
16173,Somalia,SOM,NY.GDP.MKTP.KD.ZG,2020,-2.56308758042714
16174,Serbia,SRB,NY.GDP.MKTP.KD.ZG,2020,-0.903218501520755
16175,Sub-Saharan Africa (excluding high income),SSA,NY.GDP.MKTP.KD.ZG,2020,-1.95670713533906
16176,South Sudan,SSD,NY.GDP.MKTP.KD.ZG,2020,
16177,Sub-Saharan Africa,SSF,NY.GDP.MKTP.KD.ZG,2020,-1.96689482692715
16178,Small states,SST,NY.GDP.MKTP.KD.ZG,2020,-6.48876819930217
16179,Sao Tome and Principe,STP,NY.GDP.MKTP.KD.ZG,2020,2.62485949543812
16180,Suriname,SUR,NY.GDP.MKTP.KD.ZG,2020,-15.9751917148622
16181,Slovak Republic,SVK,NY.GDP.MKTP.KD.ZG,2020,-3.32972320966405
16182,Slovenia,SVN,NY.GDP.MKTP.KD.ZG,2020,-4.24088372175214
16183,Sweden,SWE,NY.GDP.MKTP.KD.ZG,2020,-2.17021317885872
16184,Eswatini,SWZ,NY.GDP.MKTP.KD.ZG,2020,-1.55964258999499
16185,Sint Maarten (Dutch part),SXM,NY.GDP.MKTP.KD.ZG,2020,-13.3167887221567
16186,Seychelles,SYC,NY.GDP.MKTP.KD.ZG,2020,-11.7398608281732
16187,Syrian Arab Republic,SYR,NY.GDP.MKTP.KD.ZG,2020,-0.182330467026262
16188,Turks and Caicos Islands,TCA,NY.GDP.MKTP.KD.ZG,2020,-26.782932872099
16189,Chad,TCD,NY.GDP.MKTP.KD.ZG,2020,-1.60000673705524
16190,East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.MKTP.KD.ZG,2020,1.24678181948381
16191,Europe & Central Asia (IDA & IBRD countries),TEC,NY.GDP.MKTP.KD.ZG,2020,-1.46289536902678
16192,Togo,TGO,NY.GDP.MKTP.KD.ZG,2020,1.99215501870344
16193,Thailand,THA,NY.GDP.MKTP.KD.ZG,2020,-6.05003846851622
16194,Tajikistan,TJK,NY.GDP.MKTP.KD.ZG,2020,4.40000111553493
16195,Turkmenistan,TKM,NY.GDP.MKTP.KD.ZG,2020,5.89999999999999
16196,Latin America & the Caribbean (IDA & IBRD countries),TLA,NY.GDP.MKTP.KD.ZG,2020,-6.56698628427809
16197,Timor-Leste,TLS,NY.GDP.MKTP.KD.ZG,2020,31.9619188685361
16198,Middle East & North Africa (IDA & IBRD countries),TMN,NY.GDP.MKTP.KD.ZG,2020,-4.33520481787215
16199,Tonga,TON,NY.GDP.MKTP.KD.ZG,2020,0.488645323313833
16200,South Asia (IDA & IBRD),TSA,NY.GDP.MKTP.KD.ZG,2020,-4.58269312944778
16201,Sub-Saharan Africa (IDA & IBRD countries),TSS,NY.GDP.MKTP.KD.ZG,2020,-1.96689482692716
16202,Trinidad and Tobago,TTO,NY.GDP.MKTP.KD.ZG,2020,-9.07787689348437
16203,Tunisia,TUN,NY.GDP.MKTP.KD.ZG,2020,-8.5918261797364
16204,Turkiye,TUR,NY.GDP.MKTP.KD.ZG,2020,1.85983969001542
16205,Tuvalu,TUV,NY.GDP.MKTP.KD.ZG,2020,-4.27493206901397
16206,Tanzania,TZA,NY.GDP.MKTP.KD.ZG,2020,1.99196460647855
16207,Uganda,UGA,NY.GDP.MKTP.KD.ZG,2020,2.95130642218098
16208,Ukraine,UKR,NY.GDP.MKTP.KD.ZG,2020,-3.75280409994949
16209,Upper middle income,UMC,NY.GDP.MKTP.KD.ZG,2020,-0.594393798185649
16210,Uruguay,URY,NY.GDP.MKTP.KD.ZG,2020,-7.38009884092411
16211,United States,USA,NY.GDP.MKTP.KD.ZG,2020,-2.21346933290643
16212,Uzbekistan,UZB,NY.GDP.MKTP.KD.ZG,2020,1.99558508201379
16213,St. Vincent and the Grenadines,VCT,NY.GDP.MKTP.KD.ZG,2020,-3.73914599187015
16214,"Venezuela, RB",VEN,NY.GDP.MKTP.KD.ZG,2020,
16215,British Virgin Islands,VGB,NY.GDP.MKTP.KD.ZG,2020,
16216,Virgin Islands (U.S.),VIR,NY.GDP.MKTP.KD.ZG,2020,-1.91677175283733
16217,Viet Nam,VNM,NY.GDP.MKTP.KD.ZG,2020,2.86541320912272
16218,Vanuatu,VUT,NY.GDP.MKTP.KD.ZG,2020,-4.99249142889525
16219,World,WLD,NY.GDP.MKTP.KD.ZG,2020,-2.93204334405924
16220,Samoa,WSM,NY.GDP.MKTP.KD.ZG,2020,-3.10844401053139
16221,Kosovo,XKX,NY.GDP.MKTP.KD.ZG,2020,-5.34027547826166
16222,"Yemen, Rep.",YEM,NY.GDP.MKTP.KD.ZG,2020,
16223,South Africa,ZAF,NY.GDP.MKTP.KD.ZG,2020,-5.96335818439407
16224,Zambia,ZMB,NY.GDP.MKTP.KD.ZG,2020,-2.78505506545167
16225,Zimbabwe,ZWE,NY.GDP.MKTP.KD.ZG,2020,-7.81695064681365
16226,Aruba,ABW,NY.GDP.MKTP.KD.ZG,2021,27.6393569688502
16227,Africa Eastern and Southern,AFE,NY.GDP.MKTP.KD.ZG,2021,4.49737998264359
16228,Afghanistan,AFG,NY.GDP.MKTP.KD.ZG,2021,-20.7388393676343
16229,Africa Western and Central,AFW,NY.GDP.MKTP.KD.ZG,2021,3.99485439730636
16230,Angola,AGO,NY.GDP.MKTP.KD.ZG,2021,1.19921052145153
16231,Albania,ALB,NY.GDP.MKTP.KD.ZG,2021,8.90852781831182
16232,Andorra,AND,NY.GDP.MKTP.KD.ZG,2021,8.28719978108489
16233,Arab World,ARB,NY.GDP.MKTP.KD.ZG,2021,5.11664702876513
16234,United Arab Emirates,ARE,NY.GDP.MKTP.KD.ZG,2021,4.35475529659919
16235,Argentina,ARG,NY.GDP.MKTP.KD.ZG,2021,10.7180099337095
16236,Armenia,ARM,NY.GDP.MKTP.KD.ZG,2021,5.80000000065645
16237,American Samoa,ASM,NY.GDP.MKTP.KD.ZG,2021,-0.782472613458523
16238,Antigua and Barbuda,ATG,NY.GDP.MKTP.KD.ZG,2021,8.1917184618173
16239,Australia,AUS,NY.GDP.MKTP.KD.ZG,2021,2.11183088925151
16240,Austria,AUT,NY.GDP.MKTP.KD.ZG,2021,4.23786673253257
16241,Azerbaijan,AZE,NY.GDP.MKTP.KD.ZG,2021,5.61645102853028
16242,Burundi,BDI,NY.GDP.MKTP.KD.ZG,2021,3.09999999870627
16243,Belgium,BEL,NY.GDP.MKTP.KD.ZG,2021,6.92798360287613
16244,Benin,BEN,NY.GDP.MKTP.KD.ZG,2021,7.1554516457574
16245,Burkina Faso,BFA,NY.GDP.MKTP.KD.ZG,2021,6.93915524675779
16246,Bangladesh,BGD,NY.GDP.MKTP.KD.ZG,2021,6.93867912442445
16247,Bulgaria,BGR,NY.GDP.MKTP.KD.ZG,2021,7.6617480742932
16248,Bahrain,BHR,NY.GDP.MKTP.KD.ZG,2021,2.59040783827855
16249,"Bahamas, The",BHS,NY.GDP.MKTP.KD.ZG,2021,15.4031489427848
16250,Bosnia and Herzegovina,BIH,NY.GDP.MKTP.KD.ZG,2021,7.38996234012757
16251,Belarus,BLR,NY.GDP.MKTP.KD.ZG,2021,2.43886608142535
16252,Belize,BLZ,NY.GDP.MKTP.KD.ZG,2021,17.8624478393742
16253,Bermuda,BMU,NY.GDP.MKTP.KD.ZG,2021,5.41909484048358
16254,Bolivia,BOL,NY.GDP.MKTP.KD.ZG,2021,6.11137269714146
16255,Brazil,BRA,NY.GDP.MKTP.KD.ZG,2021,4.76260437908608
16256,Barbados,BRB,NY.GDP.MKTP.KD.ZG,2021,-1.18319712008605
16257,Brunei Darussalam,BRN,NY.GDP.MKTP.KD.ZG,2021,-1.59076260099606
16258,Bhutan,BTN,NY.GDP.MKTP.KD.ZG,2021,4.42136738945015
16259,Botswana,BWA,NY.GDP.MKTP.KD.ZG,2021,11.9206365085117
16260,Central African Republic,CAF,NY.GDP.MKTP.KD.ZG,2021,0.982919996264229
16261,Canada,CAN,NY.GDP.MKTP.KD.ZG,2021,5.28695689105889
16262,Central Europe and the Baltics,CEB,NY.GDP.MKTP.KD.ZG,2021,6.43339870687696
16263,Switzerland,CHE,NY.GDP.MKTP.KD.ZG,2021,5.39188804141473
16264,Channel Islands,CHI,NY.GDP.MKTP.KD.ZG,2021,15.455211303251
16265,Chile,CHL,NY.GDP.MKTP.KD.ZG,2021,11.3339570691911
16266,China,CHN,NY.GDP.MKTP.KD.ZG,2021,8.44846941687277
16267,Cote d'Ivoire,CIV,NY.GDP.MKTP.KD.ZG,2021,7.06332910217667
16268,Cameroon,CMR,NY.GDP.MKTP.KD.ZG,2021,3.33885747179505
16269,"Congo, Dem. Rep.",COD,NY.GDP.MKTP.KD.ZG,2021,6.20015401075946
16270,"Congo, Rep.",COG,NY.GDP.MKTP.KD.ZG,2021,1.01507337977299
16271,Colombia,COL,NY.GDP.MKTP.KD.ZG,2021,10.8011981904878
16272,Comoros,COM,NY.GDP.MKTP.KD.ZG,2021,2.11219557695527
16273,Cabo Verde,CPV,NY.GDP.MKTP.KD.ZG,2021,7.03353010325927
16274,Costa Rica,CRI,NY.GDP.MKTP.KD.ZG,2021,7.9357622471191
16275,Caribbean small states,CSS,NY.GDP.MKTP.KD.ZG,2021,10.4440323505071
16276,Cuba,CUB,NY.GDP.MKTP.KD.ZG,2021,1.25369342501311
16277,Curacao,CUW,NY.GDP.MKTP.KD.ZG,2021,4.2
16278,Cayman Islands,CYM,NY.GDP.MKTP.KD.ZG,2021,4.90492954210123
16279,Cyprus,CYP,NY.GDP.MKTP.KD.ZG,2021,9.91131179221449
16280,Czechia,CZE,NY.GDP.MKTP.KD.ZG,2021,3.55302130899085
16281,Germany,DEU,NY.GDP.MKTP.KD.ZG,2021,3.16381994194575
16282,Djibouti,DJI,NY.GDP.MKTP.KD.ZG,2021,4.52234774643702
16283,Dominica,DMA,NY.GDP.MKTP.KD.ZG,2021,6.8905494167316
16284,Denmark,DNK,NY.GDP.MKTP.KD.ZG,2021,6.84452190183443
16285,Dominican Republic,DOM,NY.GDP.MKTP.KD.ZG,2021,12.2719902347896
16286,Algeria,DZA,NY.GDP.MKTP.KD.ZG,2021,3.8
16287,East Asia & Pacific (excluding high income),EAP,NY.GDP.MKTP.KD.ZG,2021,7.6037497078342
16288,Early-demographic dividend,EAR,NY.GDP.MKTP.KD.ZG,2021,7.62136441675763
16289,East Asia & Pacific,EAS,NY.GDP.MKTP.KD.ZG,2021,6.22113626390231
16290,Europe & Central Asia (excluding high income),ECA,NY.GDP.MKTP.KD.ZG,2021,9.00036510298978
16291,Europe & Central Asia,ECS,NY.GDP.MKTP.KD.ZG,2021,6.52385192111227
16292,Ecuador,ECU,NY.GDP.MKTP.KD.ZG,2021,9.818417748417
16293,"Egypt, Arab Rep.",EGY,NY.GDP.MKTP.KD.ZG,2021,3.29064601202211
16294,Euro area,EMU,NY.GDP.MKTP.KD.ZG,2021,5.96333641598549
16295,Eritrea,ERI,NY.GDP.MKTP.KD.ZG,2021,
16296,Spain,ESP,NY.GDP.MKTP.KD.ZG,2021,6.40317361484541
16297,Estonia,EST,NY.GDP.MKTP.KD.ZG,2021,7.2493263542448
16298,Ethiopia,ETH,NY.GDP.MKTP.KD.ZG,2021,5.64153071734657
16299,European Union,EUU,NY.GDP.MKTP.KD.ZG,2021,6.00872929242561
16300,Fragile and conflict affected situations,FCS,NY.GDP.MKTP.KD.ZG,2021,4.56899423218869
16301,Finland,FIN,NY.GDP.MKTP.KD.ZG,2021,2.83817960418034
16302,Fiji,FJI,NY.GDP.MKTP.KD.ZG,2021,-4.88103619598493
16303,France,FRA,NY.GDP.MKTP.KD.ZG,2021,6.43520962104938
16304,Faroe Islands,FRO,NY.GDP.MKTP.KD.ZG,2021,5.75555052732079
16305,"Micronesia, Fed. Sts.",FSM,NY.GDP.MKTP.KD.ZG,2021,2.8
16306,Gabon,GAB,NY.GDP.MKTP.KD.ZG,2021,1.46795731508091
16307,United Kingdom,GBR,NY.GDP.MKTP.KD.ZG,2021,8.67490411442573
16308,Georgia,GEO,NY.GDP.MKTP.KD.ZG,2021,10.6442336580969
16309,Ghana,GHA,NY.GDP.MKTP.KD.ZG,2021,5.07646643533542
16310,Gibraltar,GIB,NY.GDP.MKTP.KD.ZG,2021,
16311,Guinea,GIN,NY.GDP.MKTP.KD.ZG,2021,3.90000000048747
16312,"Gambia, The",GMB,NY.GDP.MKTP.KD.ZG,2021,5.25596879353259
16313,Guinea-Bissau,GNB,NY.GDP.MKTP.KD.ZG,2021,6.39995262427662
16314,Equatorial Guinea,GNQ,NY.GDP.MKTP.KD.ZG,2021,0.860269956382069
16315,Greece,GRC,NY.GDP.MKTP.KD.ZG,2021,8.37994378358083
16316,Grenada,GRD,NY.GDP.MKTP.KD.ZG,2021,4.68747816934534
16317,Greenland,GRL,NY.GDP.MKTP.KD.ZG,2021,1.29021048770599
16318,Guatemala,GTM,NY.GDP.MKTP.KD.ZG,2021,8.0024080363912
16319,Guam,GUM,NY.GDP.MKTP.KD.ZG,2021,2.0581832574708
16320,Guyana,GUY,NY.GDP.MKTP.KD.ZG,2021,20.0075297334354
16321,High income,HIC,NY.GDP.MKTP.KD.ZG,2021,5.58436815582274
16322,"Hong Kong SAR, China",HKG,NY.GDP.MKTP.KD.ZG,2021,6.454396778722
16323,Honduras,HND,NY.GDP.MKTP.KD.ZG,2021,12.5652843771279
16324,Heavily indebted poor countries (HIPC),HPC,NY.GDP.MKTP.KD.ZG,2021,4.19513247848164
16325,Croatia,HRV,NY.GDP.MKTP.KD.ZG,2021,13.0411434856638
16326,Haiti,HTI,NY.GDP.MKTP.KD.ZG,2021,-1.79823988931486
16327,Hungary,HUN,NY.GDP.MKTP.KD.ZG,2021,7.06122060972912
16328,IBRD only,IBD,NY.GDP.MKTP.KD.ZG,2021,7.62848296591743
16329,IDA & IBRD total,IBT,NY.GDP.MKTP.KD.ZG,2021,7.3866592647515
16330,IDA total,IDA,NY.GDP.MKTP.KD.ZG,2021,4.43321143726283
16331,IDA blend,IDB,NY.GDP.MKTP.KD.ZG,2021,5.16429410899275
16332,Indonesia,IDN,NY.GDP.MKTP.KD.ZG,2021,3.70288562827751
16333,IDA only,IDX,NY.GDP.MKTP.KD.ZG,2021,3.78918249767899
16334,Isle of Man,IMN,NY.GDP.MKTP.KD.ZG,2021,3.83783666558899
16335,India,IND,NY.GDP.MKTP.KD.ZG,2021,9.68959249191211
16336,Not classified,INX,NY.GDP.MKTP.KD.ZG,2021,
16337,Ireland,IRL,NY.GDP.MKTP.KD.ZG,2021,15.1252197949572
16338,"Iran, Islamic Rep.",IRN,NY.GDP.MKTP.KD.ZG,2021,4.71977773157164
16339,Iraq,IRQ,NY.GDP.MKTP.KD.ZG,2021,1.50218070952037
16340,Iceland,ISL,NY.GDP.MKTP.KD.ZG,2021,5.1487154178929
16341,Israel,ISR,NY.GDP.MKTP.KD.ZG,2021,8.61199034846989
16342,Italy,ITA,NY.GDP.MKTP.KD.ZG,2021,8.3102399077017
16343,Jamaica,JAM,NY.GDP.MKTP.KD.ZG,2021,4.60142450033383
16344,Jordan,JOR,NY.GDP.MKTP.KD.ZG,2021,3.65564191030398
16345,Japan,JPN,NY.GDP.MKTP.KD.ZG,2021,2.55932023865617
16346,Kazakhstan,KAZ,NY.GDP.MKTP.KD.ZG,2021,4.29999999729456
16347,Kenya,KEN,NY.GDP.MKTP.KD.ZG,2021,7.59048947333467
16348,Kyrgyz Republic,KGZ,NY.GDP.MKTP.KD.ZG,2021,5.50700762671923
16349,Cambodia,KHM,NY.GDP.MKTP.KD.ZG,2021,3.0263893638939
16350,Kiribati,KIR,NY.GDP.MKTP.KD.ZG,2021,8.70967741935485
16351,St. Kitts and Nevis,KNA,NY.GDP.MKTP.KD.ZG,2021,0.479678356753311
16352,"Korea, Rep.",KOR,NY.GDP.MKTP.KD.ZG,2021,4.30473481906969
16353,Kuwait,KWT,NY.GDP.MKTP.KD.ZG,2021,1.69762482979576
16354,Latin America & Caribbean (excluding high income),LAC,NY.GDP.MKTP.KD.ZG,2021,6.8144664615359
16355,Lao PDR,LAO,NY.GDP.MKTP.KD.ZG,2021,2.52835100486102
16356,Lebanon,LBN,NY.GDP.MKTP.KD.ZG,2021,-7.00123862514116
16357,Liberia,LBR,NY.GDP.MKTP.KD.ZG,2021,4.98671283481617
16358,Libya,LBY,NY.GDP.MKTP.KD.ZG,2021,153.492640693078
16359,St. Lucia,LCA,NY.GDP.MKTP.KD.ZG,2021,12.22991
16360,Latin America & Caribbean,LCN,NY.GDP.MKTP.KD.ZG,2021,6.99679192745974
16361,Least developed countries: UN classification,LDC,NY.GDP.MKTP.KD.ZG,2021,2.77217553498012
16362,Low income,LIC,NY.GDP.MKTP.KD.ZG,2021,2.06974668577082
16363,Liechtenstein,LIE,NY.GDP.MKTP.KD.ZG,2021,
16364,Sri Lanka,LKA,NY.GDP.MKTP.KD.ZG,2021,4.20748597719036
16365,Lower middle income,LMC,NY.GDP.MKTP.KD.ZG,2021,6.6513506094125
16366,Low & middle income,LMY,NY.GDP.MKTP.KD.ZG,2021,7.42454592562784
16367,Lesotho,LSO,NY.GDP.MKTP.KD.ZG,2021,1.85267852107842
16368,Late-demographic dividend,LTE,NY.GDP.MKTP.KD.ZG,2021,7.44958400150686
16369,Lithuania,LTU,NY.GDP.MKTP.KD.ZG,2021,6.28471003860921
16370,Luxembourg,LUX,NY.GDP.MKTP.KD.ZG,2021,7.16840198697749
